rank,duration_seconds
0,109.846814
   1,109.300361
   2,109.029180
   3,109.567141
   4,108.487073
   5,109.135500
   6,107.296548
   7,109.077701
   8,109.375897
   9,109.616093
   10,108.859171
  11,109.397764
  12,109.807280
  13,109.652800
  14,109.489493
  15,109.781100
  16,107.986471
  17,109.634312
  18,108.346470
  19,109.504512
  20,109.009336
  21,109.228240
  22,108.624312
  23,109.334608
  24,109.490780
  25,109.962214
  26,110.269224
  27,109.842516
  28,109.157831
  29,109.624870
  30,108.878693
  31,108.841686
  32,109.497125
  33,108.999467
  34,109.277546
  35,109.783847
  36,109.531595
  37,109.001869
  38,109.429179
  39,109.486774
  40,107.704892
  41,108.871676
  42,108.467258
  43,108.226032
  44,109.539900
  45,109.726412
  46,107.879270
  47,108.148267
  48,109.210695
  49,109.526314
  50,109.183507
  51,109.463649
  52,107.842491
  53,108.197478
  54,108.288280
  55,109.083525
  56,108.847890
  57,107.825069
  58,108.811799
  59,108.235009
  60,110.015246
  61,110.111812
  62,109.586521
  63,110.465475
  64,110.045554
  65,108.695552
  66,109.157964
  67,109.507764
  68,109.563649
  69,109.259705
  70,108.633691
  71,108.272020
  72,110.217783
  73,110.197268
  74,109.541850
  75,109.663375
  76,107.060551
  77,109.424136
  78,108.282885
  79,108.484891
  80,109.600005
  81,109.896883
  82,107.446523
  83,108.502572
  84,109.723267
  85,109.557245
  86,109.623406
  87,109.820273
  88,108.308684
  89,109.263869
  90,109.449250
  91,108.492956
  92,109.299655
  93,109.978063
  94,107.972323
  95,109.616465
  96,109.475328
  97,109.535384
  98,109.726641
  99,109.077947
  100,108.238460
 101,109.080234
 102,109.961683
 103,109.429103
 104,109.808369
 105,109.721774
 106,109.369393
 107,109.125274
 108,109.385914
 109,109.070280
 110,109.696146
 111,109.377286
 112,108.635234
 113,109.468842
 114,109.513279
 115,109.297932
 116,108.602288
 117,109.877037
 118,109.345857
 119,108.007937
 120,108.938189
 121,109.057925
 122,109.280033
 123,109.014324
 124,109.124532
 125,109.139854
 126,108.203646
 127,107.375014
 128,108.989740
 129,108.347131
 130,106.649005
 131,107.112764
 132,109.433268
 133,109.106587
 134,110.142316
 135,110.367895
 136,109.340970
 137,108.893592
 138,109.403460
 139,109.218965
 140,109.033009
 141,108.912102
 142,108.253481
 143,108.925570
 144,110.059668
 145,110.118216
 146,109.927792
 147,109.643012
 148,108.682921
 149,109.065124
 150,108.405418
 151,108.327896
 152,109.477098
 153,109.673590
 154,107.797438
 155,107.606283
 156,109.974883
 157,108.542463
 158,109.804068
 159,109.868054
 160,109.799910
 161,110.731696
 162,108.276752
 163,108.937801
 164,110.302213
 165,110.451027
 166,109.817470
 167,109.806807
 168,110.054955
 169,109.590646
 170,109.774590
 171,109.007347
 172,108.567254
 173,109.280766
 174,107.539209
 175,108.239134
 176,109.012609
 177,109.722205
 178,107.756072
 179,108.864644
 180,110.164895
 181,110.076824
 182,108.914048
 183,108.373760
 184,108.953421
 185,108.902691
 186,109.156228
 187,108.814822
 188,109.291789
 189,108.282556
 190,108.870445
 191,109.114274
 192,109.826248
 193,109.454676
 194,108.624398
 195,108.274501
 196,108.581487
 197,108.881608
 198,108.808180
 199,108.523654
 200,109.101998
 201,108.880425
 202,108.213540
 203,108.401373
 204,109.355362
 205,109.824625
 206,110.142437
 207,109.991004
 208,109.164316
 209,109.411082
 210,108.442963
 211,108.322868
 212,109.057810
 213,108.671333
 214,108.312074
 215,108.839424
 216,110.010270
 217,109.719256
 218,109.375386
 219,109.504688
 220,108.748297
 221,109.457766
 222,107.219366
 223,109.072405
 224,109.718631
 225,109.252024
 226,107.482117
 227,108.266652
 228,110.192794
 229,108.844245
 230,109.864703
 231,110.060975
 232,109.684741
 233,109.701423
 234,109.190139
 235,109.816507
 236,108.916192
 237,110.097136
 238,108.363835
 239,109.278318
 240,109.044047
 241,108.769086
 242,109.464271
 243,109.567842
 244,109.223206
